50,50,62,39,39,39,39,39,39,60,50,50,50,50,50,50,50,62,49,0,0,0,0,0,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
50,60,29,0,0,0,0,0,0,27,39,62,50,50,50,50,50,60,49,0,0,0,0,0,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,39,39,39,39,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
40,29,0,0,0,0,0,0,0,0,0,27,38,50,50,50,50,62,49,0,0,0,0,0,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,38,39,29,0,0,0,0,27,39,40,50,50,50,50,50,50,40,39,39,39,39,39,39,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
49,0,0,0,0,0,0,0,0,0,0,0,27,39,50,50,50,38,49,0,0,0,0,0,51,50,50,50,50,50,50,50,50,62,39,39,39,39,39,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,38,29,0,0,0,0,0,0,0,0,27,60,50,50,50,50,38,29,0,0,0,0,0,0,27,39,39,38,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
49,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,50,60,49,0,0,0,0,0,51,50,50,50,50,50,50,50,40,29,0,0,0,0,0,27,39,39,39,38,50,50,40,39,39,39,39,38,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,0,0,0,0,0,0,0,0,0,0,27,39,60,60,39,29,0,0,0,0,0,0,0,0,0,0,27,39,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
49,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,50,40,49,0,0,0,0,0,51,50,50,50,50,50,50,38,29,0,0,0,0,0,0,0,0,0,0,27,39,39,29,0,0,0,0,27,60,50,50,50,50,50,50,50,50,50,50,50,50,50,60,29,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,40,49,0,0,0,0,0,51,50,50,50,50,50,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,50,50,50,50,50,50,50,50,50,50,50,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,60,49,0,0,0,0,0,51,50,50,50,50,50,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,50,50,50,50,50,50,50,50,50,50,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,62,49,0,0,0,0,0,51,50,50,50,50,50,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,50,50,50,50,50,50,50,50,50,50,50,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,40,49,0,0,0,0,0,51,50,50,50,50,50,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,50,50,50,50,50,50,50,50,50,50,50,50,62,7,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
