17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,60,56,0,0,0,0,0,55,62,62,56,0,0,0,0,0,55,60,40,56,0,0,0,0,0,55,60,49,0,0,0,0,0,0,0,51,60,56,0,0,0,0,0,55,38,17,17,17,17,17,17,17,17,17,17,17,17,50,50,39,29,0,0,0,0,0,0,0,0,51,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,62,56,0,0,0,0,0,55,62,62,56,0,0,0,0,0,55,62,62,56,0,0,0,0,0,55,38,49,0,0,0,0,0,0,0,51,40,56,0,0,0,0,0,55,40,17,17,17,17,17,17,17,17,17,17,17,50,50,49,0,0,0,0,0,0,0,0,0,0,51,
17,17,17,17,17,17,17,17,17,17,17,50,17,17,17,17,17,17,40,56,0,0,0,0,0,55,40,38,56,0,0,0,0,0,55,60,60,56,0,0,0,0,0,55,38,49,0,0,0,0,0,0,0,51,38,56,0,0,0,0,0,55,62,17,17,17,17,17,17,17,17,17,17,50,50,39,29,0,0,0,0,0,0,0,0,5,6,60,
17,17,17,17,17,17,17,17,17,17,50,50,17,17,17,17,17,17,62,56,0,0,0,0,0,55,38,38,56,0,0,0,0,0,55,60,38,56,0,0,0,0,0,55,62,49,0,0,0,0,0,0,0,51,38,56,0,0,0,0,0,55,62,17,17,17,17,17,17,17,17,17,50,50,49,0,0,0,0,0,0,0,0,0,0,51,60,50,
17,17,17,17,17,17,17,17,50,50,17,17,17,17,17,17,17,17,40,56,0,0,0,0,0,55,40,60,56,0,0,0,0,0,55,60,60,56,0,0,0,0,0,55,62,49,0,0,0,0,0,0,0,51,38,56,0,0,0,0,0,55,60,17,17,17,17,17,17,17,17,50,50,39,29,0,0,0,0,0,0,0,0,5,6,62,50,50,
17,17,17,17,17,17,17,50,50,17,17,50,17,17,17,17,17,17,60,56,0,0,0,0,0,55,62,40,56,0,0,0,0,0,55,38,60,56,0,0,0,0,0,55,60,49,0,0,0,0,0,0,0,51,40,56,0,0,0,0,0,55,60,17,17,17,17,17,17,17,50,50,49,0,0,0,0,0,0,0,0,0,0,51,60,50,50,50,
17,17,17,17,17,17,17,50,50,17,50,17,17,17,17,17,17,17,38,56,0,0,0,0,0,55,60,38,56,0,0,0,0,0,55,40,38,56,0,0,0,0,0,55,38,49,0,0,0,0,0,0,0,51,60,56,0,0,0,0,0,55,40,17,17,17,17,17,17,50,50,39,29,0,0,0,0,0,0,0,0,5,6,62,50,50,50,50,
17,17,17,17,17,17,17,17,50,50,17,17,17,17,17,17,17,17,40,56,0,0,0,0,0,55,40,40,56,0,0,0,0,0,55,60,40,56,0,0,0,0,0,55,40,49,0,0,0,0,0,0,0,51,62,56,0,0,0,0,0,55,62,17,17,17,17,17,50,50,49,0,0,0,0,0,0,0,0,0,0,51,40,50,50,50,50,50,
17,17,17,17,17,17,17,17,17,50,50,17,17,17,17,17,17,17,60,56,0,0,0,0,0,55,62,60,56,0,0,0,0,0,55,62,60,56,0,0,0,0,0,55,60,49,0,0,0,0,0,0,0,51,62,56,0,0,0,0,0,55,62,17,17,17,17,50,50,39,29,0,0,0,0,0,0,0,0,5,6,62,50,50,50,50,50,50,
17,17,17,17,17,17,17,17,17,50,50,17,50,17,17,17,17,17,62,40,66,66,66,66,66,38,60,62,38,66,66,66,66,66,60,60,60,38,66,66,66,66,66,40,38,49,0,0,0,0,0,0,0,51,60,38,66,66,66,66,66,38,62,17,17,17,50,50,49,0,0,0,0,0,0,0,0,0,0,51,38,50,50,50,50,50,50,50,
17,17,17,17,17,17,17,17,17,50,50,50,50,17,17,17,17,17,17,40,62,38,62,40,40,62,17,17,62,60,38,38,38,62,60,17,17,40,38,60,60,62,38,62,38,49,0,0,0,0,0,0,0,51,38,40,38,38,38,40,40,60,17,17,17,50,50,39,29,0,0,0,0,0,0,0,0,5,6,40,50,50,50,50,50,50,50,50,
17,17,17,17,17,17,17,17,17,17,17,50,50,50,50,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,50,49,0,0,0,0,0,0,0,51,50,17,17,17,17,17,17,17,17,17,17,50,49,0,0,0,0,0,0,0,0,0,0,51,62,50,50,50,50,50,50,50,50,50,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,50,49,0,0,0,0,0,0,0,51,50,50,17,17,17,17,17,17,17,17,50,39,29,0,0,0,0,0,0,0,0,5,6,38,50,50,50,50,50,50,50,50,50,50,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,50,49,0,0,0,0,0,0,0,51,50,50,17,17,17,17,17,17,50,50,49,0,0,0,0,0,0,0,0,0,0,51,62,50,50,50,50,50,50,50,50,50,50,50,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,50,50,50,50,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,50,49,0,0,0,0,0,0,0,51,50,17,17,17,17,50,50,17,50,39,29,0,0,0,0,0,0,0,0,5,6,38,50,50,50,50,50,50,50,50,50,50,50,50,
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,0,0,0,0,0,0,0,51,50,50,50,50,50,50,50,50,49,0,0,0,0,0,0,0,0,0,0,51,62,50,50,50,50,50,50,50,50,50,50,50,50,50,
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,29,0,0,0,0,0,0,0,27,39,39,39,39,39,39,39,39,29,0,0,0,0,0,0,0,0,5,6,62,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
