47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,35,36,25,36,25,25,36,36,36,25,36,36,25,36,36,36,36,36,36,36,25,36,36,25,36,25,36,25,25,25,36,36,25,36,25,25,25,36,35,36,36,37,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,47,47,47,47,47,47,47,47,35,25,25,25,36,25,25,36,25,36,25,25,25,25,36,25,36,36,47,47,47,47,47,47,47,47,47,47,47,47,
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,35,25,25,36,25,36,25,25,25,25,25,36,36,37,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,12,0,24,25,25,25,37,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,47,47,47,47,47,47,47,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,47,47,47,47,47,47,47,47,47,47,47,
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,35,35,36,25,26,0,0,0,0,0,0,0,0,0,0,0,0,24,25,25,36,37,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,12,0,0,0,0,0,24,36,37,14,14,14,14,14,14,14,14,14,35,25,36,25,36,37,14,14,14,14,14,35,36,36,37,47,47,47,47,47,47,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,47,47,47,47,47,47,47,47,47,47,47,
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,35,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,36,36,37,47,47,47,47,47,47,47,47,47,47,47,47,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,12,0,0,0,0,0,0,0,24,37,14,14,14,14,14,14,14,35,26,0,0,0,0,24,37,14,14,14,35,26,0,0,24,37,47,47,47,47,47,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,47,47,47,47,47,47,47,47,47,47,47,
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,36,37,47,47,47,47,47,47,47,47,47,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,12,0,0,0,0,0,0,0,0,24,37,14,14,14,14,14,35,26,0,0,0,0,0,0,13,14,14,35,26,0,0,0,0,48,47,47,47,47,47,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,47,47,47,47,47,47,47,47,47,47,47,
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,36,37,47,47,47,47,47,47,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,12,0,0,0,0,0,0,0,0,0,48,14,14,14,14,14,15,0,0,0,0,0,0,0,24,37,35,26,0,0,0,0,0,24,37,47,47,47,47,57,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,36,36,36,36,25,36,25,36,25,36,25,
47,47,47,47,47,47,47,47,47,47,47,47,47,47,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,37,47,47,47,47,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,12,0,0,0,0,0,0,0,0,0,24,37,14,14,14,35,26,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0,48,47,47,47,47,59,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,0,0,0,0,0,0,0,0,0,0,0,
47,47,47,47,47,47,47,47,47,47,47,47,47,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,37,47,47,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,12,0,0,0,0,0,0,0,0,0,0,48,14,14,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,47,47,47,57,12,0,0,0,0,2,58,58,58,58,3,3,58,12,0,0,0,0,11,46,0,0,0,0,0,0,0,0,0,0,0,
47,47,47,47,47,47,47,47,47,47,47,47,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,37,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,12,0,0,0,0,0,0,0,0,0,0,24,37,14,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,47,47,47,37,12,0,0,0,0,23,23,23,23,23,23,11,37,12,0,0,0,0,11,46,0,0,0,0,0,0,0,0,0,0,0,
47,47,47,47,47,47,47,47,47,47,47,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,12,0,0,0,0,0,0,0,0,0,0,0,48,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,47,47,59,12,0,0,0,0,0,0,0,0,0,0,11,57,12,0,0,0,0,11,46,0,0,0,0,0,0,0,0,0,0,0,
